Name,
1999/5/13,6530
1999/5/14,6360
1999/5/17,6360
1999/5/18,6210
1999/5/19,5960
1999/5/20,5800
1999/5/21,5690
1999/5/24,5610
1999/5/25,5390
1999/5/26,5550
1999/5/27,5590
1999/5/28,5580
1999/5/31,5530
1999/6/1,5470
1999/6/2,5470
1999/6/3,5690
1999/6/4,5690
1999/6/7,5690
1999/6/8,5850
1999/6/9,5800
1999/6/10,5750
1999/6/11,5690
1999/6/14,5650
1999/6/15,5690
1999/6/16,5650
1999/6/17,5590
1999/6/18,5550
1999/6/21,5560
1999/6/22,5520
1999/6/23,5460
1999/6/24,5460
1999/6/25,5450
1999/6/28,5450
1999/6/29,5370
1999/6/30,5370
1999/7/1,5200
1999/7/2,5170
1999/7/5,5170
1999/7/6,5100
1999/7/7,5160
1999/7/8,5200
1999/7/9,5210
1999/7/12,5150
1999/7/13,5130
1999/7/14,5200
1999/7/15,5210
1999/7/16,5230
1999/7/19,5240
1999/7/20,5190
1999/7/21,5160
1999/7/22,5140
1999/7/23,5090
1999/7/26,4950
1999/7/27,4730
1999/7/28,4810
1999/7/29,4860
1999/7/30,4950
1999/8/2,4820
1999/8/3,4680
1999/8/4,4690
1999/8/5,4610
1999/8/6,4650
1999/8/9,4620
1999/8/10,4540
1999/8/11,4500
1999/8/12,4540
1999/8/13,4550
1999/8/16,4610
1999/8/17,4580
1999/8/18,4680
1999/8/19,4760
1999/8/20,4740
1999/8/23,4650
1999/8/24,4660
1999/8/25,4620
1999/8/26,4610
1999/8/27,4520
1999/8/30,4400
1999/8/31,4290
1999/9/1,4370
1999/9/2,4410
1999/9/3,4480
1999/9/6,4470
1999/9/7,4430
1999/9/8,4430
1999/9/9,4620
1999/9/10,4890
1999/9/13,5010
1999/9/14,4890
1999/9/15,4940
1999/9/16,4930
1999/9/17,5060
1999/9/20,5380
1999/9/21,5290
1999/9/22,5330
1999/9/23,5690
1999/9/24,5790
1999/9/27,5900
1999/9/28,5750
1999/9/29,5830
1999/9/30,5800
1999/10/1,5640
1999/10/4,5580
1999/10/5,5480
1999/10/6,5600
1999/10/7,5630
1999/10/8,5590
1999/10/11,5570
1999/10/12,5570
1999/10/13,5480
1999/10/14,5450
1999/10/15,5320
1999/10/18,5220
1999/10/19,5260
1999/10/20,5150
1999/10/21,5190
1999/10/22,5330
1999/10/25,5470
1999/10/26,5610
1999/10/27,5570
1999/10/28,5550
1999/10/29,5630
1999/11/1,5630
1999/11/2,5770
1999/11/3,5810
1999/11/4,5860
1999/11/5,5820
1999/11/8,5600
1999/11/9,5570
1999/11/10,5600
1999/11/11,5650
1999/11/12,5600
1999/11/15,5490
1999/11/16,5550
1999/11/17,5600
1999/11/18,5550
1999/11/19,5550
1999/11/22,5480
1999/11/23,5460
1999/11/24,5400
1999/11/25,5350
1999/11/26,5250
1999/11/29,5150
1999/11/30,5160
1999/12/1,5120
1999/12/2,5150
1999/12/3,5290
1999/12/6,5290
1999/12/7,5240
1999/12/8,5190
1999/12/9,5170
1999/12/10,5180
1999/12/13,5160
1999/12/14,5350
1999/12/15,5350
1999/12/16,5350
1999/12/17,5350
1999/12/20,4860
1999/12/21,4910
1999/12/22,5010
1999/12/23,5160
1999/12/24,5170
1999/12/27,5200
1999/12/28,5130
1999/12/29,5190
1999/12/30,5420
