Date,Adj Close
2004/8/19,1340.45
2004/8/20,1341.74
2004/8/23,1325.41
2004/8/24,1344.63
2004/8/25,1339.78
2004/8/26,1334.42
2004/8/27,1320.61
2004/8/30,1319.41
2004/8/31,1342.06
2004/9/1,1321.46
2004/9/2,1327.93
2004/9/3,1327.12
2004/9/6,1321.46
2004/9/7,1324.29
2004/9/8,1309.33
2004/9/9,1284.31
2004/9/10,1287.08
2004/9/13,1260.32
2004/9/14,1300.36
2004/9/15,1355.23
2004/9/16,1371.2
2004/9/17,1414.7
2004/9/20,1463.22
2004/9/21,1448.56
2004/9/22,1420.15
2004/9/23,1464.78
2004/9/24,1435.56
2004/9/27,1427.4
2004/9/28,1435.59
2004/9/29,1420.01
2004/9/30,1396.7
2004/10/1,1396.7
2004/10/4,1396.7
2004/10/5,1396.7
2004/10/6,1396.7
2004/10/7,1396.7
2004/10/8,1422.93
2004/10/11,1413.15
2004/10/12,1384.44
2004/10/13,1386.72
2004/10/14,1332.94
2004/10/15,1330.52
2004/10/18,1335.39
2004/10/19,1337.62
2004/10/20,1330.58
2004/10/21,1310.55
2004/10/22,1329.35
2004/10/25,1311.15
2004/10/26,1324.78
2004/10/27,1342.8
2004/10/28,1341.74
2004/10/29,1320.54
2004/11/1,1305.29
2004/11/2,1301.53
2004/11/3,1326.75
2004/11/4,1304.78
2004/11/5,1305.13
2004/11/8,1304.23
2004/11/9,1307.43
2004/11/10,1354.39
2004/11/11,1347.07
2004/11/12,1352.22
2004/11/15,1370.05
2004/11/16,1370.39
2004/11/17,1356.14
2004/11/18,1367.83
2004/11/19,1379.96
2004/11/22,1383.02
2004/11/23,1371.24
2004/11/24,1359.12
2004/11/25,1358.33
2004/11/26,1356.73
2004/11/29,1337.43
2004/11/30,1340.77
2004/12/1,1334.94
2004/12/2,1333.09
2004/12/3,1337.2
2004/12/6,1339.64
2004/12/7,1323.75
2004/12/8,1326.44
2004/12/9,1338.81
2004/12/10,1317.72
2004/12/13,1309.69
2004/12/14,1307.55
2004/12/15,1313.05
2004/12/16,1305.02
2004/12/17,1290.49
2004/12/20,1275.46
2004/12/21,1275.17
2004/12/22,1307.57
2004/12/23,1282.72
2004/12/24,1285.04
2004/12/27,1280.27
2004/12/28,1278.94
2004/12/29,1274.31
2004/12/30,1273.71
2004/12/31,1266.5
2005/1/3,1266.5
2005/1/4,1242.77
2005/1/5,1251.94
2005/1/6,1239.43
2005/1/7,1244.75
2005/1/10,1252.4
2005/1/11,1257.46
2005/1/12,1256.92
2005/1/13,1256.31
2005/1/14,1245.62
2005/1/17,1216.65
2005/1/18,1225.45
2005/1/19,1218.11
2005/1/20,1204.39
2005/1/21,1234.48
2005/1/24,1255.78
2005/1/25,1254.23
2005/1/26,1241.96
2005/1/27,1225.89
2005/1/28,1213.67
2005/1/31,1191.82
2005/2/1,1188.93
2005/2/2,1252.5
2005/2/3,1242.31
2005/2/4,1269
2005/2/7,1269
2005/2/8,1269
2005/2/9,1269
2005/2/10,1269
2005/2/11,1269
2005/2/14,1269
2005/2/15,1269
2005/2/16,1278.88
2005/2/17,1276.13
2005/2/18,1258.97
2005/2/21,1284.48
2005/2/22,1309.28
2005/2/23,1309.47
2005/2/24,1309.95
2005/2/25,1312.44
2005/2/28,1306
2005/3/1,1303.41
2005/3/2,1287.45
2005/3/3,1294.34
2005/3/4,1287.71
2005/3/7,1293.74
2005/3/8,1318.27
2005/3/9,1316.79
2005/3/10,1286.23
2005/3/11,1289.94
2005/3/14,1293.5
2005/3/15,1269.14
2005/3/16,1255.59
2005/3/17,1243.47
2005/3/18,1227.4
2005/3/21,1231.05
2005/3/22,1206.92
2005/3/23,1201.65
2005/3/24,1208.19
2005/3/25,1205.63
2005/3/28,1200.11
2005/3/29,1195.02
2005/3/30,1172.57
2005/3/31,1181.24
2005/4/1,1223.57
2005/4/4,1202.97
2005/4/5,1191.74
2005/4/6,1214.87
2005/4/7,1225.49
2005/4/8,1248.52
2005/4/11,1240.97
2005/4/12,1219.51
2005/4/13,1248.2
2005/4/14,1234.33
2005/4/15,1216.96
2005/4/18,1197.73
2005/4/19,1199.9
2005/4/20,1184.19
2005/4/21,1172.56
2005/4/22,1169.19
2005/4/25,1157.97
2005/4/26,1165.33
2005/4/27,1148.76
2005/4/28,1169.12
2005/4/29,1159.15
2005/5/2,1159.15
2005/5/3,1159.15
2005/5/4,1159.15
2005/5/5,1159.15
2005/5/6,1159.15
2005/5/9,1130.83
2005/5/10,1135.56
2005/5/11,1124.27
2005/5/12,1103.99
2005/5/13,1107.63
2005/5/16,1095.47
2005/5/17,1099.64
2005/5/18,1102.96
2005/5/19,1103.47
2005/5/20,1099.27
2005/5/23,1070.84
2005/5/24,1073.85
2005/5/25,1072.14
2005/5/26,1058.87
2005/5/27,1051.95
2005/5/30,1060.16
2005/5/31,1060.74
2005/6/1,1039.19
2005/6/2,1016.06
2005/6/3,1013.64
2005/6/6,1034.38
2005/6/7,1030.94
2005/6/8,1115.58
2005/6/9,1131.05
2005/6/10,1108.29
2005/6/13,1106.29
2005/6/14,1093.46
2005/6/15,1072.84
2005/6/16,1086.01
2005/6/17,1085.61
2005/6/20,1115.62
2005/6/21,1101.49
2005/6/22,1102.03
2005/6/23,1093.7
2005/6/24,1101.88
2005/6/27,1124.64
2005/6/28,1108.59
2005/6/29,1104.99
2005/6/30,1080.94
2005/7/1,1055.59
2005/7/4,1047.28
2005/7/5,1039.04
2005/7/6,1033.55
2005/7/7,1038.6
2005/7/8,1017.98
2005/7/11,1011.5
2005/7/12,1046.16
2005/7/13,1037.39
2005/7/14,1040.42
2005/7/15,1026.11
2005/7/18,1012.1
2005/7/19,1014.35
2005/7/20,1021.05
2005/7/21,1020.63
2005/7/22,1046.32
2005/7/25,1045.4
2005/7/26,1072.81
2005/7/27,1089.91
2005/7/28,1086.55
2005/7/29,1083.03
2005/8/1,1088.95
2005/8/2,1104.04
2005/8/3,1107.7
2005/8/4,1102.59
2005/8/5,1128.74
2005/8/8,1138.88
2005/8/9,1152.53
2005/8/10,1165.03
2005/8/11,1183.58
2005/8/12,1167.92
2005/8/15,1187.01
2005/8/16,1177.28
2005/8/17,1192.83
2005/8/18,1148.04
2005/8/19,1150.18
2005/8/22,1158.6
2005/8/23,1149.96
2005/8/24,1167.14
2005/8/25,1172.47
2005/8/26,1171.86
2005/8/29,1154.43
2005/8/30,1146.39
2005/8/31,1162.8
2005/9/1,1184.93
2005/9/2,1188.85
2005/9/5,1196.22
2005/9/6,1173.32
2005/9/7,1194.31
2005/9/8,1194.41
2005/9/9,1189.62
2005/9/12,1188.21
2005/9/13,1207.16
2005/9/14,1217.26
2005/9/15,1217.28
2005/9/16,1212.95
2005/9/19,1220.63
2005/9/20,1212.62
2005/9/21,1187.99
2005/9/22,1159.96
2005/9/23,1151.98
2005/9/26,1155.04
2005/9/27,1133.24
2005/9/28,1131.77
2005/9/29,1155.48
2005/9/30,1155.61
2005/10/3,1155.61
2005/10/4,1155.61
2005/10/5,1155.61
2005/10/6,1155.61
2005/10/7,1155.61
2005/10/10,1138.95
2005/10/11,1157.19
2005/10/12,1161.85
2005/10/13,1152.61
2005/10/14,1139.55
2005/10/17,1131.38
2005/10/18,1141.2
2005/10/19,1134.61
2005/10/20,1135.95
2005/10/21,1141.32
2005/10/24,1141.17
2005/10/25,1121.92
2005/10/26,1097.16
2005/10/27,1097.78
2005/10/28,1080.87
2005/10/31,1092.82
2005/11/1,1089.95
2005/11/2,1104.79
2005/11/3,1095.27
2005/11/4,1100.05
2005/11/7,1100.65
2005/11/8,1110.15
2005/11/9,1108.15
2005/11/10,1088.3
2005/11/11,1090.19
2005/11/14,1088.65
2005/11/15,1087.51
2005/11/16,1095.89
2005/11/17,1095.31
2005/11/18,1117
2005/11/21,1119.94
2005/11/22,1098.66
2005/11/23,1105.75
2005/11/24,1113.37
2005/11/25,1114.92
2005/11/28,1110.82
2005/11/29,1096.99
2005/11/30,1099.26
2005/12/1,1098.75
2005/12/2,1094.29
2005/12/5,1079.2
2005/12/6,1087.79
2005/12/7,1099.61
2005/12/8,1098.32
2005/12/9,1113.48
2005/12/12,1116.37
2005/12/13,1117.85
2005/12/14,1125.39
2005/12/15,1123.56
2005/12/16,1127.51
2005/12/19,1131.75
2005/12/20,1136.34
2005/12/21,1130.76
2005/12/22,1135.24
2005/12/23,1144.87
2005/12/26,1156.82
2005/12/27,1154.29
2005/12/28,1157.03
2005/12/29,1169.86
2005/12/30,1161.06
2006/1/2,1161.06
2006/1/3,1161.06
2006/1/4,1180.96
2006/1/5,1197.27
2006/1/6,1209.42
2006/1/9,1215.67
2006/1/10,1220.62
2006/1/11,1211.05
2006/1/12,1226.7
2006/1/13,1221.46
2006/1/16,1202.87
2006/1/17,1208.44
2006/1/18,1233.35
2006/1/19,1251.58
2006/1/20,1255.31
2006/1/23,1255.77
2006/1/24,1252.06
2006/1/25,1258.05
2006/1/26,1258.05
2006/1/27,1258.05
2006/1/30,1258.05
2006/1/31,1258.05
2006/2/1,1258.05
2006/2/2,1258.05
2006/2/3,1258.05
2006/2/6,1287.63
2006/2/7,1282.1
2006/2/8,1290.06
2006/2/9,1269.45
2006/2/10,1282.66
2006/2/13,1279.64
2006/2/14,1286.33
2006/2/15,1299.17
2006/2/16,1270.63
2006/2/17,1267.41
2006/2/20,1267.54
2006/2/21,1288.42
2006/2/22,1284.23
2006/2/23,1288.85
2006/2/24,1296.87
2006/2/27,1297.19
2006/2/28,1299.03
2006/3/1,1306.59
2006/3/2,1285.67
2006/3/3,1293.3
2006/3/6,1288.95
2006/3/7,1259.92
2006/3/8,1250.38
2006/3/9,1245.17
2006/3/10,1245.65
2006/3/13,1259.67
2006/3/14,1259.04
2006/3/15,1274.81
2006/3/16,1274.19
2006/3/17,1269.46
2006/3/20,1288.42
2006/3/21,1290.4
2006/3/22,1296.71
2006/3/23,1302.46
2006/3/24,1294.7
2006/3/27,1295.92
2006/3/28,1298.79
2006/3/29,1305.57
2006/3/30,1294.72
2006/3/31,1298.3
2006/4/3,1319.47
2006/4/4,1329.8
2006/4/5,1340.16
2006/4/6,1339.74
2006/4/7,1342.96
2006/4/10,1359.08
2006/4/11,1362.23
2006/4/12,1360.13
2006/4/13,1332.33
2006/4/14,1359.54
2006/4/17,1378.61
2006/4/18,1385.11
2006/4/19,1396.7
2006/4/20,1385.9
2006/4/21,1416.79
2006/4/24,1409.79
2006/4/25,1399.77
2006/4/26,1417.48
2006/4/27,1416.73
2006/4/28,1440.22
2006/5/1,1440.22
2006/5/2,1440.22
2006/5/3,1440.22
2006/5/4,1440.22
2006/5/5,1440.22
2006/5/8,1497.1
2006/5/9,1531.16
2006/5/10,1545.69
2006/5/11,1537.38
2006/5/12,1602.83
2006/5/15,1664.09
2006/5/16,1613.25
2006/5/17,1625.15
2006/5/18,1617.28
2006/5/19,1659.55
2006/5/22,1657.69
2006/5/23,1604.55
2006/5/24,1590.92
2006/5/25,1591.43
2006/5/26,1613.89
2006/5/29,1648.54
2006/5/30,1657.29
2006/5/31,1641.3
2006/6/1,1684.19
2006/6/2,1669.4
2006/6/5,1684.62
2006/6/6,1679.13
2006/6/7,1589.55
2006/6/8,1591.49
2006/6/9,1551.38
2006/6/12,1552.8
2006/6/13,1548.49
2006/6/14,1531.33
2006/6/15,1533.98
2006/6/16,1574.47
2006/6/19,1586.29
2006/6/20,1592.33
2006/6/21,1598.12
2006/6/22,1596.07
2006/6/23,1605.71
2006/6/26,1633.45
2006/6/27,1639.55
2006/6/28,1639.29
2006/6/29,1671.62
2006/6/30,1672.21
2006/7/3,1697.28
2006/7/4,1681.55
2006/7/5,1718.56
2006/7/6,1741.47
2006/7/7,1730.19
2006/7/10,1734.33
2006/7/11,1745.81
2006/7/12,1740
2006/7/13,1655.77
2006/7/14,1665.21
2006/7/17,1682.89
2006/7/18,1684.25
2006/7/19,1645.16
2006/7/20,1655.12
2006/7/21,1665.33
2006/7/24,1665.94
2006/7/25,1685.46
2006/7/26,1686.65
2006/7/27,1675.17
2006/7/28,1662.03
2006/7/31,1612.73
2006/8/1,1600.61
2006/8/2,1600.87
2006/8/3,1601.06
2006/8/4,1570.15
2006/8/7,1547.44
2006/8/8,1580.58
2006/8/9,1578.57
2006/8/10,1606.06
2006/8/11,1605.93
2006/8/14,1570.74
2006/8/15,1595.66
2006/8/16,1616.41
2006/8/17,1603.33
2006/8/18,1598.02
2006/8/21,1601.15
2006/8/22,1613.35
2006/8/23,1612.4
2006/8/24,1623.02
2006/8/25,1623.03
2006/8/28,1650.44
2006/8/29,1651.02
2006/8/30,1655.19
2006/8/31,1658.64
2006/9/1,1636.69
2006/9/4,1657.52
2006/9/5,1664.08
2006/9/6,1672.12
2006/9/7,1661.19
2006/9/8,1667.98
2006/9/11,1674.97
2006/9/12,1695.86
2006/9/13,1689.39
2006/9/14,1689.69
2006/9/15,1721.05
2006/9/18,1732.99
2006/9/19,1735.24
2006/9/20,1732.45
2006/9/21,1740.9
2006/9/22,1725.36
2006/9/25,1722.37
2006/9/26,1712.64
2006/9/27,1725.04
2006/9/28,1736.96
2006/9/29,1752.42
2006/10/2,1752.42
2006/10/3,1752.42
2006/10/4,1752.42
2006/10/5,1752.42
2006/10/6,1752.42
2006/10/9,1785.39
2006/10/10,1784.86
2006/10/11,1790.1
2006/10/12,1778.18
2006/10/13,1784.66
2006/10/16,1771.3
2006/10/17,1763.9
2006/10/18,1787.19
2006/10/19,1792.25
2006/10/20,1790.36
2006/10/23,1759.39
2006/10/24,1805.18
2006/10/25,1806.65
2006/10/26,1810.65
2006/10/27,1807.18
2006/10/30,1809.66
2006/10/31,1837.99
2006/11/1,1855.71
2006/11/2,1851.31
2006/11/3,1866.36
2006/11/6,1886.31
2006/11/7,1889.53
2006/11/8,1866.82
2006/11/9,1896.48
2006/11/10,1883.35
2006/11/13,1863.77
2006/11/14,1888.24
2006/11/15,1922.94
2006/11/16,1941.55
2006/11/17,1971.79
2006/11/20,2017.28
2006/11/21,2037.55
2006/11/22,2041.35
2006/11/23,2062.36
2006/11/24,2050.81
2006/11/27,2047.28
2006/11/28,2038.72
2006/11/29,2054.09
2006/11/30,2099.29
2006/12/1,2102.05
2006/12/4,2161.65
2006/12/5,2173.28
2006/12/6,2156.6
2006/12/7,2156.75
2006/12/8,2093.64
2006/12/11,2180.5
2006/12/12,2218.95
2006/12/13,2223.46
2006/12/14,2249.11
2006/12/15,2273.91
2006/12/18,2332.43
2006/12/19,2364.18
2006/12/20,2373.21
2006/12/21,2342.94
2006/12/22,2343.67
2006/12/25,2435.76
2006/12/26,2479.73
2006/12/27,2536.39
2006/12/28,2567.59
2006/12/29,2675.47
2007/1/4,2715.72
2007/1/5,2641.33
2007/1/8,2707.2
2007/1/9,2807.8
2007/1/10,2825.58
2007/1/11,2770.11
2007/1/12,2668.11
2007/1/15,2794.7
2007/1/16,2821.02
2007/1/17,2778.9
2007/1/18,2756.98
2007/1/19,2832.21
2007/1/22,2933.19
2007/1/23,2949.14
2007/1/24,2975.13
2007/1/25,2857.36
2007/1/26,2882.56
2007/1/29,2945.26
2007/1/30,2930.56
2007/1/31,2786.33
2007/2/1,2785.43
2007/2/2,2673.21
2007/2/5,2612.54
2007/2/6,2675.7
2007/2/7,2716.18
2007/2/8,2737.73
2007/2/9,2730.39
2007/2/12,2807.17
2007/2/13,2831.87
2007/2/14,2905.09
2007/2/15,2993.01
2007/2/16,2998.47
2007/2/26,3040.6
2007/2/27,2771.79
2007/2/28,2881.07
2007/3/1,2797.19
2007/3/2,2831.53
2007/3/5,2785.31
2007/3/6,2840.18
2007/3/7,2896.59
2007/3/8,2928.01
2007/3/9,2937.91
2007/3/12,2954.91
2007/3/13,2964.79
2007/3/14,2906.33
2007/3/15,2951.7
2007/3/16,2930.48
2007/3/19,3014.44
2007/3/20,3032.2
2007/3/21,3057.38
2007/3/22,3071.23
2007/3/23,3074.29
2007/3/26,3122.81
2007/3/27,3138.83
2007/3/28,3173.02
2007/3/29,3197.54
2007/3/30,3183.98
2007/4/2,3252.59
2007/4/3,3291.3
2007/4/4,3291.54
2007/4/5,3319.14
2007/4/6,3323.58
2007/4/9,3398.95
2007/4/10,3444.29
2007/4/11,3495.22
2007/4/12,3531.03
2007/4/13,3518.27
2007/4/16,3596.44
2007/4/17,3611.87
2007/4/18,3612.4
2007/4/19,3449.02
2007/4/20,3584.2
2007/4/23,3710.89
2007/4/24,3720.53
2007/4/25,3743.96
2007/4/26,3783.06
2007/4/27,3759.87
2007/4/30,3841.27
2007/5/8,3950.01
2007/5/9,4013.08
2007/5/10,4049.7
2007/5/11,4021.68
2007/5/14,4046.39
2007/5/15,3899.18
2007/5/16,3986.04
2007/5/17,4048.29
2007/5/18,4030.26
2007/5/21,4072.23
2007/5/22,4110.38
2007/5/23,4173.71
2007/5/24,4151.13
2007/5/25,4179.78
2007/5/28,4272.11
2007/5/29,4334.92
2007/5/30,4053.09
2007/5/31,4109.65
2007/6/1,4000.74
2007/6/4,3670.4
2007/6/5,3767.1
2007/6/6,3776.32
2007/6/7,3890.8
2007/6/8,3913.14
2007/6/11,3995.68
2007/6/12,4072.14
2007/6/13,4176.48
2007/6/14,4115.21
2007/6/15,4132.87
2007/6/18,4253.35
2007/6/19,4269.52
2007/6/20,4181.32
2007/6/21,4230.82
2007/6/22,4091.45
2007/6/25,3941.08
2007/6/26,3973.37
2007/6/27,4078.6
2007/6/28,3914.2
2007/6/29,3820.7
2007/7/2,3836.29
2007/7/3,3899.72
2007/7/4,3816.17
2007/7/5,3615.87
2007/7/6,3781.35
2007/7/9,3883.22
2007/7/10,3853.02
2007/7/11,3865.72
2007/7/12,3915.99
2007/7/13,3914.4
2007/7/16,3821.92
2007/7/17,3896.19
2007/7/18,3930.06
2007/7/19,3912.94
2007/7/20,4058.85
2007/7/23,4213.36
2007/7/24,4210.33
2007/7/25,4323.97
2007/7/26,4346.46
2007/7/27,4345.36
2007/7/30,4440.77
2007/7/31,4471.03
2007/8/1,4300.56
2007/8/2,4407.73
2007/8/3,4560.77
2007/8/6,4628.11
2007/8/7,4651.23
2007/8/8,4663.16
2007/8/9,4754.1
2007/8/10,4749.37
2007/8/13,4820.06
2007/8/14,4872.79
2007/8/15,4869.88
2007/8/16,4765.45
2007/8/17,4656.57
2007/8/20,4904.85
2007/8/21,4955.21
2007/8/22,4980.08
2007/8/23,5032.49
2007/8/24,5107.67
2007/8/27,5150.12
2007/8/28,5194.69
2007/8/29,5109.43
2007/8/30,5167.88
2007/8/31,5218.83
2007/9/3,5321.06
2007/9/4,5294.04
2007/9/5,5310.72
2007/9/6,5393.66
2007/9/7,5277.18
2007/9/10,5355.29
2007/9/11,5113.97
2007/9/12,5172.63
2007/9/13,5273.59
2007/9/14,5312.18
2007/9/17,5421.39
2007/9/18,5425.21
2007/9/19,5395.27
2007/9/20,5470.06
2007/9/21,5454.67
2007/9/24,5485.01
2007/9/25,5425.88
2007/9/26,5338.52
2007/9/27,5409.4
2007/9/28,5552.3
2007/10/8,5692.75
2007/10/9,5715.89
2007/10/10,5771.46
2007/10/11,5913.23
2007/10/12,5903.26
2007/10/15,6030.09
2007/10/16,6092.06
2007/10/17,6036.28
2007/10/18,5825.28
2007/10/19,5818.05
2007/10/22,5667.33
2007/10/23,5773.39
2007/10/24,5843.11
2007/10/25,5562.39
2007/10/26,5589.63
2007/10/29,5748
2007/10/30,5897.19
2007/10/31,5954.77
2007/11/1,5914.29
2007/11/2,5777.81
2007/11/5,5634.45
2007/11/6,5536.57
2007/11/7,5601.78
2007/11/8,5330.02
2007/11/9,5315.54
2007/11/12,5187.73
2007/11/13,5158.12
2007/11/14,5412.69
2007/11/15,5365.27
2007/11/16,5316.27
2007/11/19,5269.82
2007/11/20,5293.7
2007/11/21,5214.23
2007/11/22,4984.16
2007/11/23,5032.13
2007/11/26,4958.85
2007/11/27,4861.11
2007/11/28,4803.39
2007/11/29,5003.33
2007/11/30,4871.78
2007/12/3,4868.61
2007/12/4,4915.89
2007/12/5,5042.65
2007/12/6,5035.07
2007/12/7,5091.76
2007/12/10,5161.92
2007/12/11,5175.08
2007/12/12,5095.54
2007/12/13,4958.04
2007/12/14,5007.91
2007/12/17,4876.76
2007/12/18,4836.17
2007/12/19,4941.78
2007/12/20,5043.54
2007/12/21,5101.78
2007/12/24,5234.26
2007/12/25,5201.18
2007/12/26,5233.35
2007/12/27,5308.89
2007/12/28,5261.56
2007/12/31,5261.56
2008/1/2,5272.81
2008/1/3,5319.86
2008/1/4,5361.57
2008/1/7,5393.34
2008/1/8,5386.53
2008/1/9,5435.81
2008/1/10,5456.54
2008/1/11,5484.68
2008/1/14,5497.9
2008/1/15,5443.79
2008/1/16,5290.61
2008/1/17,5151.63
2008/1/18,5180.51
2008/1/21,4914.44
2008/1/22,4559.75
2008/1/23,4703.05
2008/1/24,4717.73
2008/1/25,4761.69
2008/1/28,4419.29
2008/1/29,4457.94
2008/1/30,4417.85
2008/1/31,4383.39
2008/2/1,4320.77
2008/2/4,4672.17
2008/2/5,4599.7
2008/2/13,4490.72
2008/2/14,4552.32
2008/2/15,4497.13
2008/2/18,4568.15
2008/2/19,4664.29
2008/2/20,4567.03
2008/2/21,4527.18
2008/2/22,4370.29
2008/2/25,4192.53
2008/2/26,4238.18
2008/2/27,4334.05
2008/2/28,4299.51
2008/2/29,4348.54
2008/3/3,4438.27
2008/3/4,4335.45
2008/3/5,4292.65
2008/3/6,4360.99
2008/3/7,4300.52
2008/3/10,4146.3
2008/3/11,4165.88
2008/3/12,4070.12
2008/3/13,3971.26
2008/3/14,3962.67
2008/3/17,3820.05
2008/3/18,3668.9
2008/3/19,3761.6
2008/3/20,3804.05
2008/3/21,3796.58
2008/3/24,3626.19
2008/3/25,3629.62
2008/3/26,3606.86
2008/3/27,3411.49
2008/3/28,3580.15
2008/3/31,3472.71
2008/4/1,3329.16
2008/4/2,3347.88
2008/4/3,3446.24
2008/4/7,3599.62
2008/4/8,3612.54
2008/4/9,3413.91
2008/4/10,3471.74
2008/4/11,3492.89
2008/4/14,3296.67
2008/4/15,3348.35
2008/4/16,3291.6
2008/4/17,3222.74
2008/4/18,3094.67
2008/4/21,3116.98
2008/4/22,3147.79
2008/4/23,3278.33
2008/4/24,3583.03
2008/4/25,3557.75
2008/4/28,3474.72
2008/4/29,3523.41
2008/4/30,3693.11
2008/5/5,3761.01
2008/5/6,3733.5
2008/5/7,3579.15
2008/5/8,3656.84
2008/5/9,3613.49
2008/5/12,3626.98
2008/5/13,3560.24
2008/5/14,3657.43
2008/5/15,3637.32
2008/5/16,3624.23
2008/5/19,3604.76
2008/5/20,3443.16
2008/5/21,3544.19
2008/5/22,3485.63
2008/5/23,3473.09
2008/5/26,3364.54
2008/5/27,3375.41
2008/5/28,3459.03
2008/5/29,3401.44
2008/5/30,3433.35
2008/6/2,3459.04
2008/6/3,3436.4
2008/6/4,3369.91
2008/6/5,3351.65
2008/6/6,3329.67
2008/6/10,3072.33
2008/6/11,3024.24
2008/6/12,2957.53
2008/6/13,2868.8
2008/6/16,2874.1
2008/6/17,2794.75
2008/6/18,2941.11
2008/6/19,2748.87
2008/6/20,2831.74
2008/6/23,2760.42
2008/6/24,2803.02
2008/6/25,2905.01
2008/6/26,2901.85
2008/6/27,2748.43
2008/6/30,2736.1
2008/7/1,2651.6
2008/7/2,2651.73
2008/7/3,2703.53
2008/7/4,2669.89
2008/7/7,2792.4
2008/7/8,2814.95
2008/7/9,2920.55
2008/7/10,2875.45
2008/7/11,2856.63
2008/7/14,2878.26
2008/7/15,2779.45
2008/7/16,2705.87
2008/7/17,2684.78
2008/7/18,2778.37
2008/7/21,2861.42
2008/7/22,2846.12
2008/7/23,2837.85
2008/7/24,2910.29
2008/7/25,2865.1
2008/7/28,2903.01
2008/7/29,2850.31
2008/7/30,2836.67
